id,quote,image,tag,likes,author
162,I love mankind ... it's people I can't stand!!,https://images.gr-assets.com/quotes/1376733794p2/1024.jpg,mankind,18323,Charles M. Schulz
163,You dont forget the face of the person who was your last hope.,https://images.gr-assets.com/authors/1530308375p2/153394.jpg,the-hunger-games,18241,Suzanne Collins
164,I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.,https://images.gr-assets.com/authors/1234150163p2/1221698.jpg,facts,18231,Neil Gaiman
165,I am free of all prejudice. I hate everyone equally.,https://images.gr-assets.com/authors/1331712829p2/82951.jpg,sinister,18153,W.C. Fields
166,"And, when you want something, all the universe conspires in helping you to achieve it.",https://images.gr-assets.com/authors/1201840056p2/566.jpg,inspirational,18075,Paulo Coelho
167,Classic - a book which people praise and don't read.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,classic,18036,Mark Twain
168,"I wish it need not have happened in my time, said Frodo.",https://images.gr-assets.com/authors/1564399522p2/656983.jpg,death,17785,J.R.R. Tolkien
169,Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.,https://images.gr-assets.com/authors/1393555704p2/12080.jpg,regrets,17744,Ralph Waldo Emerson
170,"I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.",https://images.gr-assets.com/authors/1380085320p2/1265.jpg,library,17702,Jane Austen
171,The marks humans leave are too often scars.,https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,pain,17693,John Green
172,I have never let my schooling interfere with my education.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,education,17639,Mark Twain
173,"Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.",https://images.gr-assets.com/authors/1530308375p2/153394.jpg,humor,17621,Suzanne Collins
174,You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.,https://images.gr-assets.com/authors/1188820730p2/1825.jpg,better-life-empathy,17222,Harper Lee
175,To die will be an awfully big adventure.,https://images.gr-assets.com/authors/1519029719p2/5255014.jpg,love,17038,J.M. Barrie
176,Books are the ultimate Dumpees: put them down and theyll wait for you forever; pay attention to them and they always love you back.,https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,reading,16900,John Green
177,It takes courage to grow up and become who you really are.,https://images.gr-assets.com/quotes/1394570348p2/806.jpg,courage,16867,E.E. Cummings
178,Anyone who has never made a mistake has never tried anything new.,https://images.gr-assets.com/authors/1429114964p2/9810.jpg,mistakes,16847,Albert Einstein
179,"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.",https://images.gr-assets.com/authors/1380085320p2/1265.jpg,love,16791,Jane Austen
180,"There is nothing better than a friend, unless it is a friend with chocolate.",,friendship,16725,Linda Grayson
181,"We believe in ordinary acts of bravery, in the courage that drives one person to stand up for another.",https://images.gr-assets.com/authors/1544540525p2/4039811.jpg,strength-and-courage,16695,Veronica Roth
182,"You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.",https://images.gr-assets.com/authors/1305256804p2/106.jpg,children,16668,Madeleine L'Engle
183,"Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people won't feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It's not just in some of us; it's in everyone. And as we let our own light shine, we unconsciously give other people permission to do the same. As we are liberated from our own fear, our presence automatically liberates others.",https://images.gr-assets.com/authors/1527630587p2/17297.jpg,fear,16666,Marianne Williamson
184,Some day you will be old enough to start reading fairy tales again.,https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,fairytales,16602,C.S. Lewis
185,"I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.",https://images.gr-assets.com/authors/1207679011p2/7268.jpg,life,16576,Jimi Hendrix
186,The books that the world calls immoral are books that show the world its own shame.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,morality,16576,Oscar Wilde
187,"There are infinite numbers between 0 and 1. There's .1 and .12 and .112 and an infinite collection of others. Of course, there is a bigger infinite set of numbers between 0 and 2, or between 0 and a million. Some infinities are bigger than other infinities. A writer we used to like taught us that. There are days, many of them, when I resent the size of my unbounded set. I want more numbers than I'm likely to get, and God, I want more numbers for Augustus Waters than he got. But, Gus, my love, I cannot tell you how thankful I am for our little infinity. I wouldn't trade it for the world. You gave me a forever within the numbered days, and I'm grateful.",https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,infinity,16511,John Green
188,"And in that moment, I swear we were infinite.",https://images.gr-assets.com/authors/1199070302p2/12898.jpg,infinity,16501,Stephen Chbosky
189,But better to get hurt by the truth than comforted with a lie.,https://images.gr-assets.com/authors/1359753468p2/569.jpg,life,16499,Khaled Hosseini
190,"So it's not gonna be easy. It's going to be really hard; we're gonna have to work at this everyday, but I want to do that because I want you. I want all of you, forever, everyday. You and me... everyday.",https://images.gr-assets.com/authors/1468247396p2/2345.jpg,marriage,16470,Nicholas Sparks
191,"Its no use going back to yesterday, because I was a different person then.",https://images.gr-assets.com/authors/1571554989p2/8164.jpg,humor,16408,Lewis Carroll
192,"We are what we pretend to be, so we must be careful about what we pretend to be.",https://images.gr-assets.com/authors/1433582280p2/2778055.jpg,attitude,16404,Kurt Vonnegut
193,"... a mind needs books as a sword needs a whetstone, if it is to keep its edge.",https://images.gr-assets.com/authors/1563055799p2/346732.jpg,mind,16189,George R.R. Martin
194,"The truth. Dumbledore sighed. It is a beautiful and terrible thing, and should therefore be treated with great caution.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,truth,16189,J.K. Rowling
195,"Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,integrity,16151,J.K. Rowling
196,Books are a uniquely portable magic.,https://images.gr-assets.com/authors/1362814142p2/3389.jpg,magic,16089,Stephen King
197,The truth is rarely pure and never simple.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,truth,15912,Oscar Wilde
198,"I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.",https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,faith,15807,C.S. Lewis
199,The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,life,15694,Mark Twain
200,Be nice to nerds. You may end up working for them. We all could.,https://images.gr-assets.com/authors/1306363644p2/1962.jpg,misattributed-to-bill-gates,15634,Charles J. Sykes
201,"I can never read all the books I want; I can never be all the people I want and live all the lives I want. I can never train myself in all the skills I want. And why do I want? I want to live and feel all the shades, tones and variations of mental and physical experience possible in my life. And I am horribly limited.",https://images.gr-assets.com/authors/1373572652p2/4379.jpg,life,15526,Sylvia Plath
202,A lie can travel half way around the world while the truth is putting on its shoes.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,truth,15526,Mark Twain
203,"Just when you think it can't get any worse, it can. And just when you think it can't get any better, it can.",https://images.gr-assets.com/authors/1468247396p2/2345.jpg,love,15445,Nicholas Sparks
204,Never tell the truth to people who are not worthy of it.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,truth,15437,Mark Twain
