id,quote,image,tag,likes,author
5659,"There was a moment in my life when I really wanted to kill myself. And there was one other moment when I was close to that. . . . But even in my most jaded times, I had some hope.",https://images.gr-assets.com/authors/1251736551p2/1218557.jpg,hope,680,Gerard Way
5660,"I don't know why we are here, but I'm pretty sure that it is not in order to enjoy ourselves.",https://images.gr-assets.com/authors/1429659356p2/7672.jpg,philosophy,677,Ludwig Wittgenstein
5661,Art is to console those who are broken by life.,https://images.gr-assets.com/authors/1329405187p2/34583.jpg,comfort,670,Vincent van Gogh
5662,"He knew one of the women well, and had shared his universe with her. They had seen the same mountains, and the same trees, although each of them had seem them differently. She knew his weaknesses, his moments of hatred, of despair. Yet she was there at his side. They shared the same universe.",https://images.gr-assets.com/authors/1201840056p2/566.jpg,love,660,Paulo Coelho
5663,"After all, what's a life, anyway? We're born, we live a little while, we die.",https://images.gr-assets.com/authors/1198519412p2/988142.jpg,death,659,E.B. White
5664,"If you don't know who you truly are, you'll never know what you really want.",,authentic-self,554,Roy T. Bennett
5665,"Home wasn't a set house, or a single town on a map. It was wherever the people who loved you were, whenever you were together. Not a place, but a moment, and then another, building on each other like bricks to create a solid shelter that you take with you for your entire life, wherever you may go.",https://images.gr-assets.com/authors/1372181953p2/2987.jpg,life,836,Sarah Dessen
5666,"The more I live, the more I learn. The more I learn, the more I realize, the less I know.",,education,737,Michel Legrand
5667,Youre not obligated to win. Youre obligated to keep trying. To the best you can do everyday.,https://images.gr-assets.com/authors/1229359002p2/1243615.jpg,inspirational,732,Jason Mraz
5668,"The cost of a thing is the amount of what I will call life which is required to be exchanged for it, immediately or in the long run.",https://images.gr-assets.com/authors/1392432620p2/10264.jpg,life,705,Henry David Thoreau
5669,"Never let hard lessons harden your heart; the hard lessons of life are meant to make you better, not bitter.",,heart,690,Roy T. Bennett
5670,"You will be required to do wrong no matter where you go. It is the basic condition of life, to be required to violate your own identity. At some time, every creature which lives must do so. It is the ultimate shadow, the defeat of creation; this is the curse at work, the curse that feeds on all life. Everywhere in the universe.",https://images.gr-assets.com/authors/1264613853p2/4764.jpg,life,685,Philip K. Dick
5671,"You are -- your life, and nothing else.",https://images.gr-assets.com/authors/1475567078p2/1466.jpg,life,678,Jean-Paul Sartre
5672,"Life gives us choices. You either grab on with both hands and just go for it, or you sit on the sidelines.",https://images.gr-assets.com/authors/1518471369p2/6268.jpg,life,671,Christine Feehan
5673,Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.,,inspiration,669,Roy T. Bennett
5674,What is called a reason for living is also an excellent reason for dying.,https://images.gr-assets.com/authors/1506091612p2/957894.jpg,death,666,Albert Camus
5675,Quiet is peace. Tranquility. Quiet is turning down the volume knob on life. Silence is pushing the off button. Shutting it down. All of it. - Amir,https://images.gr-assets.com/authors/1359753468p2/569.jpg,quiet,664,Khaled Hosseini
5676,Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections.,https://images.gr-assets.com/authors/1251736551p2/1218557.jpg,life,663,Gerard Way
5677,Science is organized knowledge. Wisdom is organized life.,https://images.gr-assets.com/authors/1247961372p2/16184.jpg,life,658,Will Durant
5678,"It is a very funny thing that the sleepier you are, the longer you take about getting to bed.",https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,life,657,C.S. Lewis
5679,"Never respond to an angry person with a fiery comeback, even if he deserves it...Don't allow his anger to become your anger.",https://images.gr-assets.com/authors/1485450526p2/2637224.jpg,anger-management,657,Bohdi Sanders
5680,"Let today be the day you stop being haunted by the ghost of yesterday. Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.",https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,anger,652,Steve Maraboli
5681,"Strange, I thought, how you can be living your dreams and your nightmares at the very same time.",https://images.gr-assets.com/authors/1475462673p2/3046613.jpg,hollow-city,650,Ransom Riggs
5682,"V-Dayif you need this one day in a year to show everyone else you truly care for your loved one I think its quite stupid. I hate this commercialism. Its all artificial, and has nothing to do with real love.",,books,649,Jess C Scott
5683,"Carve your name on hearts, not tombstones. A legacy is etched into the minds of others and the stories they share about you.",https://images.gr-assets.com/authors/1446155656p2/1391130.jpg,charity,648,Shannon Alder
5684,"How we spend our days is, of course, how we spend our lives.",https://images.gr-assets.com/authors/1551806922p2/5209.jpg,living,645,Annie Dillard
5685,"As far as we can discern, the sole purpose of human existence is to kindle a light of meaning in the darkness of mere being.",https://images.gr-assets.com/authors/1471024439p2/38285.jpg,life,643,Carl Gustav Jung
5686,"There will be time, there will be time",https://images.gr-assets.com/authors/1507887310p2/18540.jpg,life,642,T.S. Eliot.
5687,"When you compare the sorrows of real life to the pleasures of the imaginary one, you will never want to live again, only to dream forever.",https://images.gr-assets.com/authors/1279049943p2/4785.jpg,fantasy,640,Alexandre Dumas
5688,"The worst memories stick with us, while the nice ones always seem to slip through our fingers.",https://images.gr-assets.com/authors/1394768659p2/415967.jpg,good,637,Rachel Vincent
5689,Life is a gift. Don't forget to live it.,https://images.gr-assets.com/authors/1411143980p2/7353006.jpg,life,635,Nicola Yoon
5690,"Live life fully while you're here. Experience everything. Take care of yourself and your friends. Have fun, be crazy, be weird. Go out and screw up! You're going to anyway, so you might as well enjoy the process. Take the opportunity to learn from your mistakes: find the cause of your problem and eliminate it. Don't try to be perfect; just be an excellent example of being human.",https://images.gr-assets.com/authors/1355250659p2/5627.jpg,life,629,Anthony Robbins
5691,"Our revels now are ended. These our actors,",https://images.gr-assets.com/authors/1424313573p2/947.jpg,life,628,William Shakespeare
5692,A single death is a tragedy; a million deaths is a statistic.,https://images.gr-assets.com/authors/1397846092p2/138332.jpg,humanity,626,Joseph Stalin
5693,"I am convinced that most people do not grow up...We marry and dare to have children and call that growing up. I think what we do is mostly grow old. We carry accumulation of years in our bodies, and on our faces, but generally our real selves, the children inside, are innocent and shy as magnolias.",https://images.gr-assets.com/authors/1379017377p2/3503.jpg,growing-up,622,Maya Angelou
5694,Gratitude builds a bridge to abundance.,,inspirational,550,Roy T. Bennett
5695,"Life is painful and messed up. It gets complicated at the worst of times, and sometimes you have no idea where to go or what to do. Lots of times people just let themselves get lost, dropping into a wide open, huge abyss. But that's why we have to keep trying. We have to push through all that hurts us, work past all our memories that are haunting us. Sometimes the things that hurt us are the things that make us strongest. A life without experience, in my opinion, is no life at all. And that's why I tell everyone that, even when it hurts, never stop yourself from living.",https://images.gr-assets.com/authors/1352932197p2/3119687.jpg,finding-yourself,799,Alysha Speer
5696,"All opinions are not equal. Some are a very great deal more robust, sophisticated and well supported in logic and argument than others.",https://images.gr-assets.com/authors/1189120061p2/4.jpg,life,750,Douglas Adams
5697,"Independence is my happiness, and I view things as they are, without regard to place or person; my country is the world, and my religion is to do good.",https://images.gr-assets.com/authors/1390497645p2/57639.jpg,doing-good,749,thomas paine
5698,"There are many things worth living for, a few things worth dying for, and nothing worth killing for.",https://images.gr-assets.com/authors/1430660478p2/197.jpg,life,744,Tom Robbins
5699,"When you hold a grudge, you want someone elses sorrow to reflect your level of hurt but the two rarely meet.",https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,hurt,721,Steve Maraboli
5700,"The only position that leaves me with no cognitive dissonance is atheism. It is not a creed. Death is certain, replacing both the siren-song of Paradise and the dread of Hell. Life on this earth, with all its mystery and beauty and pain, is then to be lived far more intensely: we stumble and get up, we are sad, confident, insecure, feel loneliness and joy and love. There is nothing more; but I want nothing more.",https://images.gr-assets.com/authors/1501173291p2/46245.jpg,death,712,Ayaan Hirsi Ali
5701,Dont bother trying to explain your emotions. Live everything as intensely as you can and keep whatever you felt as a gift from God. The best way to destroy the bridge between the visible and invisible is by trying to explain your emotions.,https://images.gr-assets.com/authors/1201840056p2/566.jpg,life,711,Paulo Coelho
5702,Magic,https://images.gr-assets.com/authors/1201029128p2/435477.jpg,goblin,702,Shel Silverstein
5703,"If you want to identify me, ask me not where I live, or what I like to eat, or how I comb my hair, but ask me what I am living for, in detail, ask me what I think is keeping me from living fully for the thing I want to live for.",https://images.gr-assets.com/authors/1201097624p2/1711.jpg,life,698,Thomas Merton
5704,"Have patience with everything that remains unsolved in your heart. Try to love the questions themselves, like locked rooms and like books written in a foreign language. Do not now look for the answers. They cannot now be given to you because you could not live them. It is a question of experiencing everything. At present you need to live the question. Perhaps you will gradually, without even noticing it, find yourself experiencing the answer, some distant day.",https://images.gr-assets.com/authors/1493785350p2/7906.jpg,life,698,Rainer Maria Rilke
5705,Why Not You?,https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,inspirational,694,Steve Maraboli
5706,"Too often we underestimate the power of a touch, a smile, a kind word, a",https://images.gr-assets.com/authors/1240609664p2/27573.jpg,compliment,688,Leo F. Buscaglia
5707,Losing your life is not the worst thing that can happen. The worst thing is to lose your reason for living.,https://images.gr-assets.com/authors/1493220079p2/904719.jpg,depression,668,Jo Nesbo
5708,Most of us must learn to love people and use things rather than loving things and using people.,,happiness,667,Roy T. Bennett
5709,It takes sunshine and rain to make a rainbow. There would be no rainbows without sunshine and rain.,,inspirational,658,Roy T. Bennett
5710,"When one has a grateful heart, life is so beautiful.",,inspiration,651,Roy T. Bennett
5711,"Six hundred and forty fish later, the only thing I know is everything you love will die. The first time you meet someone special, you can count on them one day being dead and in the ground.",https://images.gr-assets.com/authors/1391203076p2/2546.jpg,life,646,Chuck Palahniuk
5712,Some things cannot be taught; they must be experienced. You never learn the most valuable lessons in life until you go through your own journey.,,inspiration,641,Roy T. Bennett
5713,It doesn't matter what you did or where you were...it matters where you are and what you're doing. Get out there! Sing the song in your heart and NEVER let anyone shut you up!!,https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,change,639,Steve Maraboli
5714,"You cannot control what happens to you, but you can control your attitude",https://images.gr-assets.com/authors/1258058862p2/22033.jpg,wisdom,636,Brian Tracy
5715,Life is a tapestry woven by the decisions we make.,https://images.gr-assets.com/authors/1547439330p2/4430.jpg,life-experience,627,Sherrilyn Kenyon
5716,All knowledge is worth having.,https://images.gr-assets.com/authors/1205262579p2/9237.jpg,life,627,Jacqueline Carey
5717,"When I was little and running on the race track at school, I always stopped and waited for all the other kids so we could run together even though I knew (and everybody else knew) that I could run much faster than all of them! I pretended to read slowly so I could wait for everyone else who couldn't read as fast as I could! When my friends were short I pretended that I was short too and if my friend was sad I pretended to be unhappy. I could go on and on about all the ways I have limited myself, my whole life, by waiting for people. And the only thing that I've ever received in return is people thinking that they are faster than me, people thinking that they can make me feel bad about myself just because I let them and people thinking that I have to do whatever they say I should do. My mother used to teach me Cinderella is a perfect example to be but I have learned that Cinderella can go fuck herself, I'm not waiting for anybody, anymore! I'm going to run as fast as I can, fly as high as I can, I am going to soar and if you want you can come with me! But I'm not waiting for you anymore.",https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,breaking-free,624,C. JoyBell C.
5718,There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time.,https://images.gr-assets.com/authors/1340706964p2/3004479.jpg,creativity,615,Coco Chanel
5719,"Ive come to the conclusion that people who wear headphones while they walk, are much happier, more confident, and more beautiful individuals than someone making the solitary drudge to work without acknowledging their own interests and power.",https://images.gr-assets.com/authors/1229359002p2/1243615.jpg,inspirational,611,Jason Mraz
5720,"Our battered suitcases were piled on the sidewalk again; we had longer ways to go. But no matter, the road is life",https://images.gr-assets.com/authors/1544568646p2/1742.jpg,travel,611,Jack Kerouac
5721,"Life, unfortunately, doesn't seem to care what we want.",https://images.gr-assets.com/authors/1270374609p2/137902.jpg,last-sacrifice,609,Richelle Mead
5722,Life is nothing without a little chaos to make it interesting.,https://images.gr-assets.com/authors/1287788587p2/17082.jpg,life,601,Amelia Atwater-Rhodes
5723,"Challenge and adversity are meant to help you know who you are. Storms hit your weakness, but unlock your true strength.",,challenge,543,Roy T. Bennett
5724,Nothing makes a person happier than having a happy heart.,,happy,508,Roy T. Bennett
5725,Earth's crammed with heaven...,https://images.gr-assets.com/authors/1206559375p2/67032.jpg,earth,806,Elizabeth Barrett Browning
5726,"The great object of life is sensation- to feel that we exist, even though in pain.",https://images.gr-assets.com/authors/1568147647p2/44407.jpg,life,719,Lord Byron
5727,"To move, to breathe, to fly, to float,",https://images.gr-assets.com/authors/1434625240p2/6378.jpg,life,709,Hans Christian Andersen
5728,"Take it moment by moment, and you will find that we are all, as Ive said before, bugs in amber.",https://images.gr-assets.com/authors/1433582280p2/2778055.jpg,life,705,Kurt Vonnegut
5729,"Growing up means learning what life is. When you're little, you have a set of ideals, standards, criteria, plans, outlooks, and you think that you have to sit around and wait for them to happen to you and then life will work. But life isn't like that, for anybody; you can't fall in love with a standard, you have to fall in love with a person. You can't live in a criteria, you have to live your life. You can't wait for your plans to materialize, because they may never materialize the way you think they will. You can't wait to watch your ideals and standards walk up to you, because you can't know what's yours until you have it. I always say, always take the first chance in case you never get a second one, but growing up takes that even one step further, growing up means that you have to hold on to what you have, when you have it, because what you have- that's yours- and all the ideals and criteria you have set in your head, those aren't yours, because those haven't happened to you.",https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,growth,682,C. JoyBell C.
5730,"If you have a dream, dont just sit there. Gather courage to believe that you can succeed and leave no stone unturned to make it a reality.",https://images.gr-assets.com/authors/1442600174p2/5059226.jpg,authors,661,Dr Roopleen
5731,I wish to weep,https://images.gr-assets.com/authors/1501509674p2/13275.jpg,life,655,Charles Bukowski
5732,Never allow a person to tell you no who doesn't have the power to say,https://images.gr-assets.com/authors/1536173756p2/44566.jpg,life,640,Eleanor Roosevelt
5733,"When you do something noble and beautiful and nobody noticed, do not be sad. For the sun every morning is a beautiful spectacle and yet most of the audience still sleeps.",https://images.gr-assets.com/authors/1207677340p2/19968.jpg,beauty,635,John Lennon
5734,The camera is an instrument that teaches people how to see without a camera.,https://images.gr-assets.com/authors/1495888832p2/90320.jpg,photography,628,Dorothea Lange
5735,"Perhaps - I want the old days back again and they'll never come back, and I am haunted by the memory of them and of the world falling about my ears.",https://images.gr-assets.com/authors/1185481392p2/11081.jpg,life,625,Margaret Mitchell
5736,"Souls cross ages like clouds cross skies, an' tho' a cloud's shape nor hue nor size don't stay the same, it's still a cloud an' so is a soul. Who can say where the cloud's blowed from or who the soul'll be 'morrow? Only Sonmi the east an' the west an' the compass an' the atlas, yay, only the atlas o' clouds.",https://images.gr-assets.com/authors/1409248688p2/6538289.jpg,life,620,David Mitchell
5737,It doesnt matter how many times you get knocked down. All that matters is you get up one more time than you were knocked down.,,don-t-give-up,616,Roy T. Bennett
5738,"Writing is a form of therapy; sometimes I wonder how all those who do not write, compose, or paint can manage to escape the madness, melancholia, the panic and fear which is inherent in a human situation.",https://images.gr-assets.com/authors/1254688603p2/2533.jpg,life,615,Graham Greene
5739,"People die, I think, but your relationship with them doesn't. It continues and is ever-changing.",https://images.gr-assets.com/authors/1429737179p2/2982266.jpg,death,606,Jandy Nelson
5740,"We never know which lives we influence, or when, or why.",https://images.gr-assets.com/authors/1362814142p2/3389.jpg,life,604,Stephen King
5741,"It takes guts and humility to admit mistakes. Admitting we're wrong is courage, not weakness.",,inspiration,602,Roy T. Bennett
5742,"It's not hard to decide what you want your life to be about. What's hard, she said, is figuring out what you're willing to give up in order to do the things you really care about.",https://images.gr-assets.com/authors/1332303087p2/425914.jpg,goals,600,Shauna Niequist
5743,"If you live each day as it was your last, someday you'll most certainly be right",https://images.gr-assets.com/authors/1322675535p2/5255891.jpg,life,599,Steve Jobs
5744,I have learned that you can go anywhere you want to go and do anything you want to do and buy all the things that you want to buy and meet all the people that you want to meet and learn all the things that you desire to learn and if you do all these things but are not madly in love: you have still not begun to live.,https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,inspirational,598,C. JoyBell C.
5745,"When you come out of the storm, you wont be the same person who walked in. Thats what this storms all about.",https://images.gr-assets.com/authors/1539035376p2/3354.jpg,life,593,Haruki Murakami
5746,He had the look of one who had drunk the cup of life and found a dead beetle at the bottom.,https://images.gr-assets.com/authors/1198684105p2/7963.jpg,expression,588,P.G. Wodehouse
5747,"and when all the wars are over, a butterfly will still be beautiful.",https://images.gr-assets.com/authors/1397937527p2/46603.jpg,butterfly,587,Ruskin Bond
5748,"Hearing voices no one else can hear isn't a good sign, even in the wizarding world.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,life,586,J.K. Rowling
5749,How can I go forward when I don't know which way I'm facing?,https://images.gr-assets.com/authors/1207677340p2/19968.jpg,life,585,John Lennon
5750,"Look. I have a strategy. Why expect anything? If you dont expect anything, you dont get disappointed.",https://images.gr-assets.com/authors/1247238793p2/26250.jpg,disappointment,581,Patricia McCormick
5751,"All the adversity I've had in my life, all my troubles and obstacles, have strengthened me... You may not realize it when it happens, but a kick in the teeth may be the best thing in the world for you.",https://images.gr-assets.com/authors/1289112683p2/3510823.jpg,life,578,Walt Disney
5752,The mistakes I've made are dead to me. But I can't take back the things I never did.,https://images.gr-assets.com/authors/1466172069p2/2617.jpg,mistakes,573,Jonathan Safran Foer
5753,"It is difficult to live in and enjoy the moment when you are thinking about the past or worrying about the future. You cannot change your past, but you can ruin the present by worrying about your future. Learn from the past, plan for the future. The more you live in and enjoy the present moment, the happier you will be.",,happiness,549,Roy T. Bennett
5754,"Changing your outside world cannot make you happy if you are an unhappy person. The real personal change can only happen from the inside out. If you firstly create the change within yourself, you can turn your life around.",,happiness,503,Roy T. Bennett
5755,"Mistakes are, after all, the foundations of truth, and if a man does not know what a thing is, it is at least an increase in knowledge if he knows what it is not.",https://images.gr-assets.com/authors/1471024439p2/38285.jpg,mistakes,659,Carl G. Jung
5756,O Me! O life!... of the questions of these recurring;,https://images.gr-assets.com/authors/1392303683p2/1438.jpg,meaning,655,Walt Whitman
5757,"Transformation is my favorite game and in my experience, anger and frustration are the result of you not being authentic somewhere in your life or with someone in your life. Being fake about anything creates a block inside of you. Life cant work for you if you dont show up as you.",https://images.gr-assets.com/authors/1229359002p2/1243615.jpg,frustration,640,Jason Mraz
5758,"I am always sad, I think. Perhaps this signifies that I am not sad at all, because sadness is something lower than your normal disposition, and I am always the same thing. Perhaps I am the only person in the world, then, who never becomes sad. Perhaps I am lucky.",https://images.gr-assets.com/authors/1466172069p2/2617.jpg,sadness,630,Jonathan Safran Foer
5759,"For everything in this journey of life we are on, there is a right wing and a left wing: for the wing of love there is anger; for the wing of destiny there is fear; for the wing of pain there is healing; for the wing of hurt there is forgiveness; for the wing of pride there is humility; for the wing of giving there is taking; for the wing of tears there is joy; for the wing of rejection there is acceptance; for the wing of judgment there is grace; for the wing of honor there is shame; for the wing of letting go there is the wing of keeping. We can only fly with two wings and two wings can only stay in the air if there is a balance. Two beautiful wings is perfection. There is a generation of people who idealize perfection as the existence of only one of these wings every time. But I see that a bird with one wing is imperfect. An angel with one wing is imperfect. A butterfly with one wing is dead. So this generation of people strive to always cut off the other wing in the hopes of embodying their ideal of perfection, and in doing so, have created a crippled race.",https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,flight,620,C. JoyBell C.
5760,"We should forgive our enemies, but not before they are hanged",https://images.gr-assets.com/authors/1310406603p2/16071.jpg,philosophy,620,Heinrich Heine
5761,"It's no good trying to get rid of your own aloneness. You've got to stick to it all your life. Only at times, at times, the gap will be filled in. At times! But you have to wait for the times. Accept your own aloneness and stick to it, all your life. And then accept the times when the gap is filled in, when they come. But they've got to come. You can't force them.",https://images.gr-assets.com/authors/1375811585p2/17623.jpg,loneliness,617,D.H. Lawrence
5762,"Failure is a bend in the road, not the end of the road. Learn from failure and keep moving forward.",,failure,614,Roy T. Bennett
5763,"E.L. Doctorow said once said that 'Writing a novel is like driving a car at night. You can see only as far as your headlights, but you can make the whole trip that way.' You don't have to see where you're going, you don't have to see your destination or everything you will pass along the way. You just have to see two or three feet ahead of you. This is right up there with the best advice on writing, or life, I have ever heard.",https://images.gr-assets.com/authors/1489601640p2/7113.jpg,life,611,Anne Lamott
5764,"When defeat comes, accept it as a signal that your plans are not sound, rebuild those plans, and set sail once more toward your coveted goal.",https://images.gr-assets.com/authors/1265381018p2/399.jpg,defeat,602,Napoleon Hill
5765,The beautiful journey of today can only begin when we learn to let go of yesterday.,https://images.gr-assets.com/quotes/1398103957p2/319482.jpg,change,592,Steve Maraboli
5766,"If I were to wish for anything, I should not wish for wealth and power, but for the passionate sense of the potential, for the eye which, ever young and ardent, sees the possible. Pleasure disappoints, possibility never. And what wine is so sparkling, what so fragrant, what so intoxicating, as possibility!",https://images.gr-assets.com/authors/1202410387p2/6172.jpg,possibilities,592,Søren Kierkegaard
5767,"Until you step into the unknown, you dont know what youre made of.",,courage,589,Roy T. Bennett
5768,"Be still, sad heart! and cease repining;",https://images.gr-assets.com/authors/1211861766p2/2697.jpg,life,585,Henry Wadsworth Longfellow
5769,Character  the willingness to accept responsibility for one's own life  is the source from which self-respect springs.,https://images.gr-assets.com/authors/1335450818p2/238.jpg,life,583,Joan Didion
5770,The aim of life is self-development. To realize one's nature perfectly - that is what each of us is here for.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,life,581,Oscar Wilde
5771,"You are someone who is different, but who wants to be the same as everyone else. And that in my view is a serious illness. God chose you to be different. Why are you disappointing God with this kind of attitude?",https://images.gr-assets.com/authors/1201840056p2/566.jpg,god,577,Paulo Coelho
5772,"Can you remember who you were, before the world told you who you should be?",https://images.gr-assets.com/authors/1501509674p2/13275.jpg,charles-bukowski,572,Charles Bukowski
5773,"People are strange: They are constantly angered by trivial things, but on a major matter like totally wasting their lives, they hardly seem to notice.",https://images.gr-assets.com/authors/1501509674p2/13275.jpg,living,571,Charles Bukowski
5774,"The cost of oblivious daydreaming was always this moment of return, the realignment with what had been before and now seemed a little worse.",https://images.gr-assets.com/authors/1404240951p2/2408.jpg,dreams,569,Ian McEwan
5775,"I suppose sooner or later in the life of everyone comes a moment of trial. We all of us have our particular devil who rides us and torments us, and we must give battle in the end.",https://images.gr-assets.com/authors/1422444467p2/2001717.jpg,growth,566,Daphne Du Maurier
5776,Power does not corrupt. Fear corrupts... perhaps the fear of a loss of power.,https://images.gr-assets.com/authors/1182118389p2/585.jpg,fear,565,John Steinbeck
5777,"You have wakened not out of sleep, but into a prior dream, and that dream lies within another, and so on, to infinity, which is the number of grains of sand. The path that you are to take is endless, and you will die before you have truly awakened.",https://images.gr-assets.com/authors/1537559279p2/500.jpg,life,562,Jorge Luis Borges
5778,You can't be brave if you've only had wonderful things happen to you.,https://images.gr-assets.com/quotes/1420137981p2/41752.jpg,bravery,562,Mary Tyler Moore
5779,"You were made by God and for God and until you understand that, life will never make sense.",https://images.gr-assets.com/authors/1298172148p2/711.jpg,life,559,Rick Warren
5780,Let me give you a tip on a clue to men's characters: the man who damns money has obtained it dishonorably; the man who respects it has earned it.,https://images.gr-assets.com/authors/1168729178p2/432.jpg,men-and-women,558,Ayn Rand
5781,A man is like a novel: until the very last page you don't know how it will end. Otherwise it wouldn't even be worth reading.,https://images.gr-assets.com/authors/1330778824p2/43298.jpg,knowing,557,Yevgeny Zamyatin
5782,Stop doing what is easy. Start doing what is right.,,action,518,Roy T. Bennett
5783,CALVIN:,https://images.gr-assets.com/authors/1374016829p2/13778.jpg,life,674,Bill Watterson
5784,"Walk with the dreamers, the believers, the courageous, the cheerful, the planners, the doers, the successful people with their heads in the clouds and their feet on the ground. Let their spirit ignite a fire within you to leave this world better than when you found it...",,dreams,655,Wilferd Peterson
5785,Don't own so much clutter that you will be relieved to see your house catch fire.,https://images.gr-assets.com/authors/1209652700p2/8567.jpg,clutter,627,Wendell Berry
5786,No single event can awaken within us a stranger whose existence we had never suspected. To live is to be slowly born.,https://images.gr-assets.com/authors/1330853515p2/1020792.jpg,philosophy,624,Antoine de Saint-Exupéry
5787,"You must be shapeless, formless, like water. When you pour water in a cup, it becomes the cup. When you pour water in a bottle, it becomes the bottle. When you pour water in a teapot, it becomes the teapot. Water can drip and it can crash. Become like water my friend.",https://images.gr-assets.com/authors/1454507945p2/32579.jpg,life,617,Bruce Lee
5788,"Life is filled with unanswered questions, but it is the courage to seek those answers that continues to give meaning to life. You can spend your life wallowing in despair, wondering why you were the one who was led towards the road strewn with pain, or you can be grateful that you are strong enough to survive it.",https://images.gr-assets.com/authors/1493307245p2/4846190.jpg,despair,602,J.D. Stroube
5789,"If other people do not understand our behaviorso what? Their request that we must only do what they understand is an attempt to dictate to us. If this is being asocial or irrational in their eyes, so be it. Mostly they resent our freedom and our courage to be ourselves. We owe nobody an explanation or an accounting, as long as our acts do not hurt or infringe on them. How many lives have been ruined by this need to explain, which usually implies that the explanation be understood, i.e. approved. Let your deeds be judged, and from your deeds, your real intentions, but know that a free person owes an explanation only to himselfto his reason and his conscienceand to the few who may have a justified claim for explanation.",https://images.gr-assets.com/authors/1221544425p2/8788.jpg,freedom,588,Erich Fromm
5790,"Don't wait for the right moment to start, start and make each moment right.",,inspirational,573,Roy T. Bennett
5791,"...nothing ever happens quickly (except when it does). Nothing is ever, ever easy (except when it is). And, most of all, nothing ever goes perfectly according to plan (except in the movies).",https://images.gr-assets.com/authors/1421526957p2/56224.jpg,life,570,Ally Carter
5792,"You learn something valuable from all of the significant events and people, but you never touch your true potential until you challenge yourself to go beyond imposed limitations.",,growth,570,Roy T. Bennett
5793,Dont wait for things to happen. Make them happen.,,action,570,Roy T. Bennett
5794,Good things happen in your life when you surround yourself with positive people.,,being-positive,565,Roy T. Bennett
5795,Good people see the good and bring out the best in other people.,,inspiration,561,Roy T. Bennett
5796,Those who hurt others will also hurt themselves.,https://images.gr-assets.com/authors/1385812617p2/26306.jpg,japanese,560,Natsuki Takaya
5797,"We should count time by heart-throbs. He most lives,",https://images.gr-assets.com/authors/1334021350p2/1000971.jpg,nobility,558,Philip James Bailey
5798,"Its important that what thoughts you are feeding into your mind because your thoughts create your belief and experiences. You have positive thoughts and you have negative ones too. Nurture your mind with positive thoughts: kindness, empathy, compassion, peace, love, joy, humility, generosity, etc. The more you feed your mind with positive thoughts, the more you can attract great things into your life.",,compassion,558,Roy T. Bennett
5799,"Enjoy every step you take. If you're curious, there is always something new to be discovered in the backdrop of your daily life.",,inspiration,557,Roy T. Bennett
5800,My expectations were reduced to zero when I was 21. Everything since then has been a bonus.,https://images.gr-assets.com/quotes/1510332818p2/98698.jpg,carpe-diem,554,Stephen W. Hawking
5801,"If you enter this world knowing you are loved and you leave this world knowing the same, then everything that happens in between can be dealt with.",https://images.gr-assets.com/authors/1465018358p2/1354250.jpg,life,547,Michael  Jackson
5802,People rarely bring flowers to a suicide.,https://images.gr-assets.com/authors/1332194516p2/45592.jpg,death,546,Jennifer Niven
5803,"If others tell us something we make assumptions, and if they don't tell us something we make assumptions to fulfill our need to know and to replace the need to communicate. Even if we hear something and we don't understand we make assumptions about what it means and then believe the assumptions. We make all sorts of assumptions because we don't have the courage to ask questions.",https://images.gr-assets.com/authors/1428604894p2/4402.jpg,life,544,Miguel Ruiz
5804,"These were the lovely bones that had grown around my absence: the connections-sometimes tenuous, sometimes made at great cost, but often magnificent-that happened after I was gone. And I began to see things in a way that let me hold the world without me in it. The events that my death wrought were merely the bones of a body that would become whole at some unpredictable time in the future. The price of what I came to see as this miraculous body had been my life.",https://images.gr-assets.com/authors/1262477562p2/316.jpg,inspirational,544,Alice Sebold
5805,EARLY BIRD,https://images.gr-assets.com/authors/1201029128p2/435477.jpg,life,543,Shel Silverstein
5806,"We are all equal in the fact that we are all different. We are all the same in the fact that we will never be the same. We are united by the reality that all colours and all cultures are distinct & individual. We are harmonious in the reality that we are all held to this earth by the same gravity. We don't share blood, but we share the air that keeps us alive. I will not blind myself and say that my black brother is not different from me. I will not blind myself and say that my brown sister is not different from me. But my black brother is he as much as I am me. But my brown sister is she as much as I am me.",https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,color,537,C. JoyBell C.
